#{"t_start": 1781727376.9474878, "env_id": "EPuckLidarParkingEnv-v0"}
r,l,t
102.196379,82,8370.125924
106.490412,79,8372.293836
100.973896,81,8374.49623
104.514597,82,8376.783862
107.982526,74,8379.156749
102.546368,80,8381.274283
108.480401,87,8383.665588
103.614373,81,8385.815776
103.583363,93,8388.375417
104.82508,98,8391.109269
104.471898,98,8393.740282
103.329694,86,8396.964019
102.854496,90,8399.375183
108.734578,84,8401.598454
102.092256,95,8404.12148
103.250913,99,8406.633408
102.948598,81,8408.720073
101.689047,94,8411.139618
101.573166,84,8413.22933
105.186372,76,8415.102412
106.615777,91,8417.430105
110.715271,82,8419.494013
106.00496,80,8421.52228
103.032932,78,8424.008001
101.991087,79,8425.991828
104.144214,82,8428.049675
105.856311,72,8429.893914
102.254267,86,8432.106905
102.856637,72,8433.892962
103.04939,93,8436.2174
103.360691,76,8438.275249
102.662767,83,8440.601395
101.118443,81,8442.691876
104.035564,85,8444.943064
105.310442,88,8447.327886
114.696809,98,8450.506423
101.671408,95,8453.005417
102.852274,89,8455.444978
101.341861,91,8457.899634
101.878318,89,8460.304475
108.171137,93,8462.899309
109.821768,87,8465.260599
106.78457,92,8467.588688
105.947455,78,8469.698882
109.101165,95,8472.321332
102.956925,84,8474.534123
103.337704,83,8476.609933
102.298428,75,8479.136967
102.389954,91,8481.560666
100.948326,86,8483.855124
105.399745,82,8486.089763
106.124335,82,8488.174307
102.64515,89,8490.41578
108.657273,89,8492.631508
101.910673,72,8494.464641
102.258579,72,8496.235417
105.038593,93,8498.51185
102.27853,75,8500.419087
108.897517,91,8502.735786
104.570943,90,8505.646767
99.933515,89,8507.839972
104.69799,81,8509.856755
102.528506,73,8511.670446
103.141742,75,8513.791682
101.613051,79,8515.736834
104.458454,73,8517.614372
104.80015,90,8519.991484
101.849533,74,8523.562361
102.814169,77,8525.619307
111.374862,90,8527.995528
103.182355,76,8529.873088
106.934379,86,8532.072463
103.202117,92,8534.457075
100.679953,99,8537.07443
100.664277,74,8539.003684
102.515487,101,8542.050944
101.957784,87,8544.256592
105.581755,84,8546.751455
103.485081,89,8549.025921
107.524426,74,8550.973381
105.682025,74,8552.922282
102.377889,87,8555.180165
104.282476,96,8557.591418
102.773544,72,8559.549515
100.109307,78,8561.638429
103.866917,91,8564.137036
103.371031,77,8566.268146
109.392858,85,8568.599725
104.619367,88,8571.322222
102.13681,83,8573.466476
101.018373,98,8576.086762
101.675681,90,8578.361708
105.139567,83,8580.430638
103.06755,91,8582.748228
107.654917,71,8584.549077
103.680797,83,8586.64744
103.484259,73,8588.527017
109.856541,90,8590.987389
107.181346,93,8593.301069
103.424061,91,8596.073042
101.998828,91,8598.356439
103.873675,91,8600.666304
100.717377,86,8602.792254
109.736874,73,8604.71097
103.13065,74,8606.610306
103.667978,91,8608.90394
103.197156,72,8610.695401
100.875375,80,8612.689317
112.440756,97,8615.322716
104.112244,86,8617.473266
101.709972,94,8619.978879
101.341249,81,8622.570265
100.378534,92,8624.923209
104.794064,90,8627.227249
111.525269,85,8629.607991
107.061027,91,8632.135141
106.373954,83,8634.311982
103.84674,78,8636.294001
102.784291,78,8638.307046
111.161705,90,8640.679669
102.83578,104,8643.566365
104.452655,70,8645.461383
104.162976,71,8647.399884
107.139437,82,8649.546787
103.635253,81,8652.320714
107.130863,86,8654.777328
102.729724,74,8656.806686
101.884743,76,8658.923648
106.487965,72,8660.732223
104.260267,93,8663.091911
104.126147,73,8664.978193
108.83653,98,8668.153078
101.970365,76,8670.191661
102.671099,78,8672.306034
104.613189,82,8674.438689
102.832658,82,8676.606734
102.97561,74,8678.562808
107.102489,84,8681.063164
103.778651,87,8683.23115
102.145407,79,8685.1799
103.30908,100,8687.857369
101.048856,72,8690.355212
104.616622,89,8692.785192
102.268666,83,8694.932544
104.969533,74,8696.800106
100.411422,90,8699.152785
101.718268,74,8701.034748
105.881741,94,8703.436527
102.81071,89,8705.750298
106.166305,91,8708.268622
101.247799,86,8710.585642
102.307221,83,8712.722949
102.702435,95,8715.296413
100.806023,94,8718.220424
110.001572,80,8720.460486
110.159493,78,8722.501256
105.37186,93,8724.82407
102.524986,96,8727.426845
96.74922,81,8729.531781
102.636336,97,8731.993625
105.944972,92,8734.561989
107.384123,98,8737.026902
107.637678,80,8739.002233
99.80245,84,8741.109612
103.446803,97,8744.264765
104.845417,86,8746.445816
103.297944,99,8748.969618
102.695162,84,8751.199352
101.447489,89,8753.575442
108.743561,91,8756.003012
104.08029,71,8757.961
101.488885,70,8759.947244
100.843687,83,8762.085437
110.271504,82,8764.10941
102.743932,75,8766.231769
101.92035,81,8768.466112
101.374957,95,8771.096086
109.422162,91,8773.997305
102.107242,80,8776.128835
111.909052,90,8778.384811
104.197764,78,8780.306636
110.640232,83,8782.378661
100.937394,89,8784.598387
102.274247,94,8787.055023
103.181831,88,8789.314271
103.642566,70,8791.083956
104.021347,79,8793.032722
109.211982,83,8795.110847
99.901731,75,8797.009854
101.035653,84,8799.648493
101.178688,77,8801.70334
100.631848,86,8804.085604
101.691577,77,8806.123938
105.082177,96,8808.648402
108.707611,91,8812.52986
106.800677,91,8814.860649
103.592264,87,8817.218498
102.495914,86,8819.392321
101.582144,85,8821.650382
104.178098,99,8824.142487
100.910646,88,8826.480088
103.230236,75,8828.361397
104.880271,82,8830.815769
107.364523,82,8832.848586
110.722811,78,8834.894946
106.482589,93,8837.850962
106.70139,85,8840.120209
109.106647,77,8842.269267
101.109614,84,8844.539
106.037559,84,8847.499515
102.240743,71,8849.631385
102.960398,84,8851.987216
103.894146,91,8854.508857
100.252389,101,8857.111764
100.389203,84,8859.49344
106.122934,76,8861.432789
100.186853,97,8863.873869
102.608589,81,8866.480557
102.406103,94,8868.742938
101.844121,75,8870.720456
107.087641,91,8872.990697
103.148111,71,8874.668748
107.29755,77,8876.601218
102.334549,79,8878.573334
110.404858,83,8880.645619
101.154877,74,8882.454633
112.913106,97,8884.762863
107.435273,89,8887.03335
102.353143,85,8889.067569
108.819339,84,8891.099865
-97.188027,30,8892.361844
100.507596,90,8894.558574
-98.946842,31,8895.384824
102.453081,73,8897.269867
101.514526,101,8899.929265
105.417216,88,8902.127112
-99.05625,27,8902.859615
105.138285,90,8905.179212
98.15347,83,8907.277082
108.661232,78,8909.164934
105.537728,81,8911.093156
102.266943,99,8913.52095
105.29488,82,8915.549883
-98.141565,26,8916.226022
102.016622,80,8918.813213
110.772136,83,8920.922312
105.91916,88,8923.193618
111.187471,90,8925.461059
104.675267,87,8927.554229
103.207063,99,8929.945498
112.740124,90,8932.106992
106.711858,91,8934.35924
108.10111,90,8936.685016
100.701344,85,8938.728928
105.651466,79,8940.837338
101.89655,82,8942.842875
104.733181,87,8945.427853
105.493726,79,8947.439236
101.897439,84,8949.454874
107.521033,82,8951.546436
110.353169,85,8954.61955
105.119909,99,8957.182716
102.414175,73,8958.945761
104.818272,79,8960.993594
109.599164,96,8963.428363
103.86103,71,8965.560947
102.909004,79,8967.546242
103.022068,90,8969.800643
101.507939,92,8972.107513
108.929574,89,8974.280033
101.759444,96,8976.749467
103.451956,76,8978.639933
107.043309,92,8980.917187
101.231738,73,8983.314518
110.703658,85,8985.501528
107.891726,75,8987.422553
103.599306,84,8989.487572
102.282428,73,8991.39538
102.713656,82,8993.57268
103.046134,70,8995.380524
106.64436,79,8997.374396
103.307028,70,8999.116373
101.810841,98,9001.552347
103.052132,97,9004.076868
102.962135,80,9006.053467
107.322752,93,9008.993152
105.393351,102,9011.676216
110.250041,87,9013.97135
102.354946,83,9016.132132
103.24322,88,9018.33006
110.120573,89,9020.518806
104.232987,87,9022.662529
106.983971,81,9024.726169
106.773355,81,9026.793975
106.253607,78,9028.659936
105.281944,79,9030.565927
108.498522,77,9032.54245
106.226133,73,9034.892052
104.059165,97,9037.390447
108.952022,95,9039.840535
102.354428,74,9041.68047
102.908976,79,9043.584733
100.606591,98,9045.925514
104.027125,78,9047.804466
102.637181,96,9050.116176
102.700547,91,9052.336757
109.872307,73,9054.094386
104.821848,85,9056.320554
103.219209,79,9058.373353
107.545825,85,9061.00761
101.56561,82,9063.159811
99.385227,85,9065.283809
104.292598,90,9067.496232
103.84208,101,9069.953468
102.63433,83,9071.953496
101.733951,79,9073.877831
99.382854,72,9075.645511
101.830738,97,9078.129813
109.853657,84,9080.263973
102.404777,74,9082.12359
110.418139,83,9084.260972
101.353278,77,9086.26822
106.22999,91,9088.961925
100.318078,97,9091.463345
103.351594,76,9094.067362
104.530237,83,9096.193389
110.553879,86,9098.375636
-96.440483,25,9098.98666
102.743051,71,9100.653177
107.071775,93,9102.955887
110.823937,80,9104.978154
103.068607,82,9106.937234
102.859553,94,9109.379181
103.741343,97,9111.815609
104.025153,90,9114.118299
106.780268,88,9116.593575
110.719605,80,9118.572466
101.938182,100,9121.088625
102.732007,75,9123.431333
102.453927,72,9125.152768
102.755348,85,9127.293644
102.618434,95,9129.555065
103.267833,84,9131.664899
105.956922,79,9133.725964
101.553706,88,9136.016298
102.345938,88,9138.362299
107.784907,87,9140.580946
102.48278,88,9142.986592
103.845991,69,9144.8896
101.81061,97,9147.471731
-96.830068,88,9150.206677
98.512124,101,9153.020317
102.080438,78,9155.040706
105.694539,75,9156.975153
102.39233,77,9159.024864
110.502798,79,9161.038294
100.199195,87,9163.245826
101.985238,71,9165.016994
102.424086,87,9167.241097
101.603574,89,9169.492654
101.367833,86,9171.77883
110.99678,84,9174.045098
108.301299,75,9176.562861
103.74265,88,9178.743489
104.357736,80,9180.788587
102.762611,84,9182.938662
108.297827,87,9185.196816
102.11665,71,9186.989051
102.983815,82,9189.08645
104.453961,76,9191.225592
102.708681,83,9193.341142
102.690586,92,9195.730672
109.743031,82,9197.756011
103.843747,89,9200.001612
101.537147,81,9202.014297
105.093488,83,9204.633595
103.778177,89,9206.897595
109.414585,89,9209.150363
101.193749,73,9211.034055
105.055514,97,9213.74268
99.471034,76,9215.926346
103.656496,90,9218.36026
103.891739,91,9220.665264
100.642661,96,9223.148029
103.018385,77,9225.204649
110.913705,86,9227.397202
102.379282,79,9229.431561
105.643837,83,9232.029475
106.780329,90,9234.525264
103.617566,90,9236.893178
103.388204,97,9239.470315
102.677245,77,9241.508955
103.071949,83,9243.636255
102.429267,77,9245.805391
106.109104,101,9248.668187
101.457158,83,9251.253392
107.8674,76,9253.190089
103.402574,84,9255.393073
102.270968,97,9257.984175
102.293784,84,9260.118005
103.605281,78,9262.092301
103.166305,73,9264.011545
101.390952,81,9266.138537
101.304899,92,9268.510237
102.109369,78,9271.002258
100.216058,72,9272.945188
102.047941,99,9275.461762
106.264649,81,9277.514555
105.43774,92,9279.926928
102.191898,80,9281.886061
103.929486,88,9284.163893
102.972431,73,9286.056456
105.887891,72,9287.875679
102.670327,92,9290.291368
107.547887,91,9292.558095
104.990962,77,9294.531895
106.06714,69,9296.774261
106.125408,88,9299.098669
102.36654,95,9301.699586
112.039713,97,9304.355705
100.28248,88,9306.733477
102.788788,90,9309.203275
102.026296,77,9311.330429
102.30821,97,9314.040348
103.208991,98,9316.812354
101.329855,73,9318.665814
104.136146,78,9320.619754
102.885403,80,9322.691284
101.954566,92,9325.61835
102.127515,86,9327.982744
106.534085,85,9330.185982
103.438702,89,9332.367051
105.686223,77,9334.355608
102.680386,90,9336.576677
110.132167,90,9338.892788
105.799082,88,9341.380174
102.504552,92,9343.895886
101.457032,88,9346.315584
105.990267,89,9348.807443
104.651889,93,9351.610786
102.365362,90,9354.193194
102.990763,85,9356.533339
104.176237,100,9359.287263
104.726919,85,9361.466335
102.397136,85,9363.604023
102.254939,101,9366.109393
102.675954,80,9368.108607
109.219586,96,9370.476091
100.958552,84,9372.560346
107.769296,96,9374.981417
101.45504,81,9377.182581
101.023364,87,9379.911137
103.535956,88,9382.245312
103.016364,77,9384.315709
113.009974,87,9386.648576
102.714423,85,9388.944558
101.308289,97,9392.019135
102.820868,80,9394.036907
105.508909,100,9396.750381
101.286183,82,9399.019549
109.190936,90,9401.824981
102.518247,85,9404.165517
108.052037,80,9406.349961
103.794875,76,9408.321001
-91.522349,99,9410.978696
105.622845,94,9413.348063
102.915729,72,9415.190702
101.671736,81,9417.280337
102.202341,98,9420.281379
100.811715,81,9422.287161
105.778869,80,9424.304234
99.582982,84,9426.436955
102.978193,89,9428.671553
104.825539,79,9430.630707
102.96425,82,9432.713601
102.938161,88,9435.09582
105.238709,82,9437.129678
102.066006,75,9439.171762
110.079329,80,9441.226563
111.758189,83,9443.275229
102.218272,74,9445.778022
109.677265,72,9447.673708
103.610551,84,9449.881208
104.511119,87,9452.131249
107.1579,89,9454.628758
104.835727,89,9456.897576
109.541717,92,9459.218323
103.639901,81,9461.24936
103.105709,95,9463.905167
105.112065,92,9466.227655
101.222773,75,9468.090926
102.024321,82,9470.327028
110.30738,90,9473.349846
102.465552,92,9475.882911
111.41497,90,9478.32485
100.996544,75,9480.259951
102.787785,75,9482.170902
110.026211,89,9484.667614
109.127372,88,9486.971923
103.59939,78,9488.953466
103.750511,90,9491.184088
101.52135,83,9493.284982
111.674822,94,9495.822222
105.059039,80,9497.902619
103.31264,107,9501.33651
102.095822,101,9504.097751
103.275795,90,9506.437391
104.741301,76,9508.623264
105.406132,96,9511.037098
107.786349,93,9513.349078
106.81241,78,9515.472933
105.659751,92,9517.768157
102.557141,93,9520.079504
104.840724,83,9522.142688
106.127267,87,9524.961287
104.807463,79,9527.099838
105.282687,92,9529.614677
110.254746,76,9531.741987
103.799419,78,9533.800709
97.600489,81,9536.270174
101.755666,77,9538.717945
102.206116,79,9540.694346
103.327579,84,9542.809748
-99.526346,27,9543.510296
103.41022,83,9545.632286
102.710508,75,9547.508307
104.626948,92,9549.816326
102.971704,97,9552.236565
100.503062,94,9554.620593
108.379964,70,9556.364402
102.97351,89,9558.788933
105.751517,94,9561.141378
109.184782,95,9563.567352
99.370406,75,9566.01333
102.71794,88,9568.210447
103.802253,89,9570.4499
96.66577,88,9572.662571
103.930274,93,9575.043017
108.728963,69,9576.812992
105.754716,87,9579.136367
103.041994,75,9581.174866
101.76544,84,9583.28418
101.624591,93,9585.741731
103.428722,97,9588.255674
103.808482,80,9590.374532
104.027584,79,9593.001976
100.92977,81,9595.17314
105.191219,81,9597.28942
103.136672,85,9599.558313
102.803571,85,9601.777771
106.804523,87,9604.173709
105.020813,86,9606.504889
108.352017,88,9608.750215
105.420005,93,9611.138958
105.994151,92,9613.445991
105.409289,79,9615.415617
102.579876,79,9617.487007
106.274128,70,9619.755221
108.641083,90,9622.157943
101.233102,106,9624.875824
104.423602,90,9627.150279
107.206048,89,9629.587496
100.496347,88,9631.791092
102.578554,96,9634.172204
105.735768,81,9636.213337
-98.050191,90,9638.433223
-95.041912,90,9640.777544
99.456822,90,9643.125518
102.068364,76,9645.12875
104.632032,100,9648.202068
105.108295,81,9650.249326
106.205888,87,9652.518768
105.858358,77,9654.506376
100.320251,82,9656.7521
109.200852,83,9658.8552
104.36708,93,9661.166936
101.828607,71,9663.020209
101.072208,81,9665.034206
106.481935,82,9667.785503
101.206444,72,9669.597446
101.660455,81,9671.679621
100.74855,101,9674.380815
101.905419,82,9676.567783
102.923711,72,9678.582186
108.8408,71,9680.557035
105.948896,90,9683.001089
107.351442,78,9685.975226
101.987949,83,9688.089701
103.253336,94,9690.601926
101.989357,89,9692.93906
104.750934,71,9694.890603
103.834111,89,9697.683225
105.732197,90,9700.094667
102.693968,82,9702.322388
101.78958,101,9705.125671
102.673711,91,9707.760179
101.965905,74,9709.825448
100.986772,98,9712.509137
102.555693,79,9715.116796
104.186351,77,9717.251193
105.651693,97,9719.975163
103.912956,85,9722.416642
103.79839,78,9724.52033
101.986131,92,9727.018132
101.577985,97,9729.459287
100.072221,76,9731.517621
109.714043,89,9733.884207
111.266251,93,9736.368928
102.975056,90,9738.621796
102.875672,76,9740.544608
101.507602,90,9743.313681
100.910518,71,9745.303122
113.014536,92,9747.939486
-99.943356,31,9748.902803
103.969498,95,9751.476526
102.624847,95,9753.967546
102.647626,79,9756.079029
108.61697,74,9757.981948
101.776981,88,9760.309288
103.19663,95,9762.714972
102.535584,92,9765.014398
103.488559,77,9766.909304
106.357161,87,9769.789141
112.316634,88,9772.171996
102.879349,73,9774.212517
102.018208,75,9776.196304
105.514041,81,9778.256796
101.150965,77,9780.217812
102.700336,74,9782.098955
102.559765,89,9784.333351
111.208508,86,9786.530855
98.577915,88,9789.0503
103.638584,85,9791.218447
105.746682,87,9793.595793
105.77061,87,9795.995821
103.833058,83,9798.679453
104.13073,93,9801.097068
105.230785,95,9803.480358
100.653945,85,9805.726849
102.828533,85,9807.864491
101.605015,75,9809.846972
102.989896,88,9812.247816
104.561311,96,9815.697749
104.513357,70,9817.534924
102.873953,92,9819.979018
102.888772,93,9822.436715
106.938669,89,9824.896961
103.58835,90,9827.419019
101.248333,80,9829.436743
100.623642,90,9831.730412
98.185689,80,9833.797109
106.522931,92,9836.983369
105.42912,86,9839.141045
105.712622,87,9841.423509
113.047578,94,9843.827735
104.745483,89,9846.234014
102.455466,81,9848.442894
102.450477,87,9850.896772
106.641378,75,9852.825153
109.213974,79,9854.873982
102.812416,93,9857.288331
106.773931,89,9859.569504
102.507676,76,9861.63419
100.750001,94,9864.691851
104.339713,88,9866.890785
106.814927,83,9868.93479
102.3113,101,9871.528422
102.922368,90,9873.78881
100.756111,95,9876.167684
102.533057,96,9878.578253
101.336518,97,9881.067271
105.409018,86,9883.459065
106.792737,81,9885.495116
102.885029,93,9887.853905
101.693232,76,9890.485087
102.482204,93,9892.8409
102.372184,96,9895.310053
108.648154,93,9897.649757
102.411006,98,9900.295741
103.147347,79,9902.290179
102.576611,95,9904.800581
101.538099,82,9906.826502
104.836123,78,9908.742736
107.026351,75,9910.85975
103.330206,79,9912.843402
110.825285,88,9915.090456
107.337144,93,9917.953576
105.118373,75,9919.824683
101.826136,81,9921.848149
102.572686,78,9923.77611
110.146042,84,9926.049397
102.579804,83,9928.300027
110.921195,83,9930.460468
104.121818,75,9932.430578
102.55017,98,9934.911427
107.240626,95,9937.436785
102.013542,80,9939.549225
104.607475,90,9941.948441
103.725854,81,9944.680433
102.589031,93,9947.031357
101.894615,89,9949.282774
108.336244,79,9951.280761
102.579382,95,9953.698224
104.43177,87,9956.085364
108.16016,88,9959.697011
99.516016,89,9961.941681
105.090341,70,9963.737349
108.521953,86,9966.027574
103.293304,80,9968.009962
101.813294,80,9970.419959
106.596796,70,9972.4467
102.893952,85,9974.578426
108.141096,98,9977.03571
106.415785,97,9979.498046
110.535279,82,9981.665403
107.41387,76,9984.089346
103.021562,86,9986.299587
103.182616,92,9988.587372
105.396911,69,9990.345775
101.702471,76,9992.270795
102.589404,93,9994.586427
102.369359,95,9997.152121
109.239208,95,9999.594125
102.762105,88,10001.881013
103.397548,78,10004.11206
102.78512,85,10006.229189
107.086167,91,10008.534699
106.615605,71,10010.860544
104.539043,70,10012.594261
112.689221,103,10015.271266
104.672188,95,10017.820342
102.334019,93,10020.157718
104.620902,94,10022.58059
102.854452,83,10024.775271
102.14951,84,10026.895407
106.113424,90,10029.363908
103.785346,87,10031.805796
100.687428,71,10033.619264
101.888734,82,10035.663078
102.810059,91,10038.526535
106.116374,70,10040.281216
103.768732,95,10042.771988
102.939986,78,10044.799046
108.801249,69,10046.539475
104.825904,85,10048.65611
99.7523,93,10050.998743
98.22071,84,10053.102408
108.156449,75,10054.985243
104.863979,74,10056.853436
102.791772,91,10059.225054
106.088245,76,10061.140908
105.721277,84,10063.832649
102.826908,70,10065.752884
103.032457,73,10067.657398
107.964185,81,10069.684364
104.38885,75,10071.569614
99.654721,79,10073.631257
108.166588,94,10076.139395
102.809305,76,10078.053595
105.396249,78,10080.082474
107.288208,85,10082.216841
-99.251602,33,10083.146919
107.0246,89,10085.511462
101.339771,88,10087.750062
102.98812,78,10090.275579
109.750458,82,10092.333247
111.301987,92,10094.745883
104.647786,89,10097.027252
106.455918,93,10099.361788
110.438432,81,10101.942136
104.289983,78,10103.918072
109.299122,78,10105.952221
-97.753163,96,10108.367279
103.370186,79,10110.296945
102.419664,84,10112.448896
102.123159,91,10114.821312
102.26506,74,10116.674537
109.169258,74,10118.520014
112.417444,88,10121.07952
103.069205,91,10123.420699
102.167167,71,10125.225295
103.169259,85,10127.924807
106.501996,72,10129.839176
104.015248,83,10132.042974
100.320091,100,10134.778965
108.485799,97,10137.249571
104.790468,76,10139.187027
102.765086,79,10141.236556
104.007306,93,10143.73267
107.096614,88,10146.162896
109.341131,78,10148.296594
104.79471,79,10150.445889
101.825903,70,10152.352803
106.438931,85,10155.024383
108.908036,87,10157.411275
110.378223,81,10159.50223
105.11959,83,10161.677968
104.117516,77,10163.671054
103.220591,93,10166.230073
102.55778,73,10168.184674
103.11615,98,10170.764129
104.021175,74,10172.625623
110.014857,73,10174.510424
107.461011,91,10176.794942
104.156458,93,10179.141449
102.257237,77,10181.152783
103.748048,78,10183.800586
102.647098,74,10185.843331
101.049782,79,10188.029694
111.060161,97,10190.657152
103.527009,93,10193.055911
103.784272,92,10195.55675
103.302296,80,10197.645777
105.592064,89,10200.062043
103.712648,96,10202.529191
99.536148,77,10204.626664
104.646434,90,10207.004698
108.041835,91,10209.416951
105.15701,94,10212.362705
104.849161,72,10214.237018
-96.463499,86,10216.447901
97.273478,78,10218.384936
104.656688,70,10220.177186
106.754234,85,10222.330518
103.536355,91,10224.613058
102.639257,87,10226.763902
102.291688,99,10229.300441
105.207828,84,10231.429945
109.101438,93,10233.963998
-98.390303,27,10234.727955
103.536462,93,10237.869761
107.165637,96,10240.290872
107.353015,78,10242.263161
109.060006,75,10245.930378
105.965185,83,10247.960935
103.62732,79,10249.961468
102.787503,79,10252.139677
102.925131,83,10254.275502
104.327526,78,10256.682542
104.728399,79,10258.824878
102.36639,88,10261.31304
102.383173,73,10263.155223
102.451007,94,10265.48709
107.30454,75,10267.384819
108.498527,95,10269.843573
99.873941,85,10272.125798
103.736673,92,10275.039309
103.759574,70,10276.946565
106.992887,84,10279.311191
111.26658,90,10281.828773
109.125034,96,10284.37572
108.354901,82,10286.497179
100.705715,81,10288.778089
102.410499,84,10291.020247
102.361667,89,10293.38221
100.695642,84,10295.519112
-96.690761,31,10296.323402
103.382839,77,10298.284925
109.058736,98,10300.809228
101.039002,95,10303.916912
105.601673,89,10306.302486
103.753535,94,10308.735934
106.072115,83,10310.844911
99.7196,82,10312.916473
108.848724,91,10315.247881
102.19331,84,10317.405417
103.365189,77,10319.367248
108.139622,91,10321.784812
105.139973,92,10324.29917
101.543737,78,10326.389798
103.626134,76,10328.307745
104.692005,80,10330.862767
102.814286,89,10333.304392
101.647274,86,10335.622403
102.935361,85,10337.750981
108.008863,89,10339.962007
105.027222,86,10342.128088
101.102586,95,10344.601186
106.366589,89,10346.844223
103.85329,90,10349.152333
99.926147,95,10351.668491
103.755878,86,10353.896841
-98.770006,24,10354.568032
102.145459,79,10357.137503
102.541537,90,10359.451798
102.886783,93,10361.908797
106.629665,82,10363.971305
108.599598,76,10365.891535
109.372811,89,10368.202326
108.513674,77,10370.135968
105.750295,89,10372.47392
104.558896,81,10374.722698
104.615546,86,10376.979708
102.141187,84,10379.137538
101.083331,78,10381.13532
101.930547,86,10383.510818
103.260812,85,10386.197356
103.462455,82,10390.247234
106.875028,99,10392.902803
103.331941,89,10395.101524
103.893679,79,10397.083762
111.992151,92,10399.333482
102.807948,82,10401.399239
108.445999,83,10403.524687
102.320027,82,10405.843393
103.411307,96,10408.33382
102.60663,90,10410.629056
105.842597,70,10412.481436
102.361846,102,10415.217555
106.664209,103,10417.881098
104.340181,87,10420.09332
103.290426,82,10422.6057
105.689104,83,10424.796828
112.036886,83,10426.865826
101.031626,91,10429.072256
105.154518,105,10431.663607
101.777252,104,10434.419563
102.678152,101,10437.064966
103.021847,94,10439.564321
107.106424,93,10441.810686
102.871771,83,10443.890977
103.517524,93,10446.325839
108.038303,86,10448.439694
98.948032,76,10450.773812
102.065441,76,10452.64555
101.794956,81,10454.757955
104.113696,79,10456.759029
110.849412,74,10458.51317
104.027667,74,10460.341402
102.541449,84,10462.520445
102.851085,97,10465.083699
101.929765,73,10466.911314
102.027637,97,10469.395597
105.381614,75,10471.330083
105.921809,101,10473.939614
104.880571,77,10476.320433
-93.337508,83,10478.441557
104.980067,70,10480.375641
105.563929,105,10482.925182
100.178919,87,10485.165064
102.917112,79,10487.090982
104.765347,82,10489.163363
102.977846,81,10491.332771
107.161301,83,10493.407917
103.238986,89,10495.715658
100.361303,102,10498.441711
101.387297,89,10500.770653
107.014936,85,10503.536327
103.143642,79,10505.499422
106.547268,95,10507.971483
103.552554,78,10509.951749
103.436412,75,10511.897774
103.346819,91,10514.269239
105.363716,84,10516.406852
103.424996,83,10518.438206
106.823967,92,10520.721075
105.050719,83,10522.858261
106.866994,86,10525.068519
103.253283,82,10527.201545
104.182109,95,10532.053314
103.880342,84,10534.238243
104.066943,96,10536.698349
106.276049,95,10539.122793
102.797758,69,10540.841381
99.965484,93,10543.106706
105.638818,75,10544.997009
-90.662002,98,10547.498571
100.167152,81,10549.470754
104.52182,80,10551.404834
103.080802,94,10553.669267
102.675251,76,10555.825256
101.738376,84,10557.994034
105.00262,98,10560.42369
102.089377,86,10562.528349
101.610474,92,10564.857854
105.743673,76,10567.328513
104.927757,84,10569.457948
105.166115,92,10571.741772
110.482279,81,10573.685331
102.353853,83,10575.747294
110.960534,86,10577.855279
102.776747,90,10580.181539
104.082229,86,10582.256417
109.568993,98,10584.705434
102.37287,94,10587.089036
102.339928,80,10589.036181
102.427424,72,10590.815413
102.29117,91,10593.514004
102.39374,97,10596.039786
101.951931,82,10598.12335
101.751283,83,10600.115854
102.354832,86,10602.354425
109.419909,99,10604.943244
110.491904,101,10607.604423
102.898577,74,10609.470442
106.214299,78,10611.35462
102.717052,83,10613.381442
109.01395,84,10615.520268
102.268966,77,10617.424402
105.863153,88,10620.064759
104.123908,90,10622.211237
102.794984,76,10624.085476
109.020188,78,10625.928079
106.273769,84,10627.961828
102.908172,84,10630.020395
102.276146,80,10631.966481
107.950075,79,10633.838274
100.999878,86,10635.948414
101.412207,96,10638.348264
105.18361,87,10640.600641
101.212334,87,10642.781633
103.626157,71,10645.124357
112.029387,101,10647.723075
102.617085,89,10649.983935
104.658577,92,10652.398561
102.176726,82,10654.54231
104.167382,77,10656.67065
101.35914,81,10658.667197
105.195212,80,10660.691813
99.886859,83,10662.854966
103.656712,74,10664.785576
102.223229,77,10666.794937
104.203484,75,10670.408062
107.117112,84,10672.52292
108.486088,87,10674.633699
102.350866,85,10676.951616
103.448852,93,10679.173093
103.832068,84,10681.360776
108.645459,88,10684.015159
101.770986,93,10686.310041
106.063319,92,10688.533959
108.285255,92,10691.032276
102.049062,95,10693.483582
104.779013,88,10695.696692
108.759467,102,10698.136037
102.56573,94,10700.542135
103.87979,91,10702.719577
102.867245,82,10704.865477
106.394121,68,10706.587412
100.103396,94,10709.39215
99.638238,80,10711.446706
108.425698,85,10713.61773
108.329767,84,10715.811756
107.41449,89,10717.953328
102.24878,80,10719.950046
104.398176,73,10721.687765
102.109075,81,10723.767021
110.355413,87,10725.960741
104.188453,91,10728.18616
109.545211,75,10730.107753
102.661365,93,10732.361886
106.307093,88,10735.003192
100.295199,85,10737.066455
100.711192,96,10739.38647
102.389281,70,10741.08053
103.726819,76,10742.970994
103.477153,82,10745.015496
101.210277,88,10747.21485
111.384707,92,10749.610473
109.740792,77,10751.602158
102.997414,80,10753.559095
109.960407,91,10755.764765
104.529445,80,10757.691293
101.883339,82,10760.24875
101.258805,96,10762.595883
105.422713,97,10764.922194
103.773336,91,10767.10728
103.062448,87,10769.250093
103.897486,73,10771.06038
102.015145,81,10773.207948
109.776957,93,10775.509802
